date,shift,pump,raw_text,Seal_Issue,Low_Level,Pressure_Issue,Trip_Issue,Flow_Issue,Maintenance_Event,Mode_Event,Total_Failure
2025-04-13,Night,P49A,p-49a,0,0,0,0,0,0,0,0
2025-04-13,Night,P49B,p-49b,0,0,0,0,0,0,0,0
2025-04-13,Night,P59B,p-59b (old purple lock),0,0,0,0,0,0,0,0
2025-04-13,Night,P76A,bin #2 sv-135 at p-76-a (spheres),0,0,0,0,0,0,0,0
2025-04-13,Night,P76B,shut down p-76b. | shut down p-76b at spheres to end propylene transfer to unit,0,0,0,0,0,0,0,0
2025-04-13,Night,P77A,p-77a single source lotto,0,0,0,0,0,0,0,0
2025-04-13,Night,P98,p-98,0,0,0,0,0,0,0,0
2025-04-14,Day,P202A,locked out p-202a for seal repair job | p-202a seal repair | bin 3 p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-14,Day,P216A,waiting on rotating to join us for p-216a startup.,0,0,0,0,0,0,0,0
2025-04-14,Day,P24,p-24 will not pump | bin 1 p-24,0,0,0,0,0,0,0,0
2025-04-14,Day,P35A,bin 5 p-35a,0,0,0,0,0,0,0,0
2025-04-14,Day,P36A,bin 4 p-36a,0,0,0,0,0,0,0,0
2025-04-14,Day,P76A,p-76a online,0,0,0,0,0,0,1,0
2025-04-14,Day,P76B,p-76b seal repair,1,0,0,0,0,1,0,1
2025-04-14,Night,P201A,"i&e racked in p-5a/b, p-6a/b, p-201a/b and p-7a/b.",0,0,0,0,0,0,0,0
2025-04-14,Night,P201B,p-201b circulating the strong caustic. | started circulation with p-201-b in t-202,0,0,0,0,0,0,0,0
2025-04-14,Night,P202A,extended permit for p202a seal repair. | bin# 3 p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-14,Night,P216A,p-216a brought up by b&c shifts at 4pm,0,0,0,0,0,1,0,0
2025-04-14,Night,P23A,p-23a/b online and lined up to the strong caustic a set to 100 stokes and b set to 90 strokes.,0,0,0,0,0,0,1,0
2025-04-14,Night,P24,maint working on p-24 | bin 1 p-24 pump replacement,0,0,0,0,0,0,0,0
2025-04-14,Night,P306B,12:00 p-306b online | put p-306b online,0,0,0,0,0,0,1,0
2025-04-14,Night,P308,discharge line off of p-308's plugged up and wasn't getting flow.,0,0,0,0,0,0,0,0
2025-04-14,Night,P35A,bin 5 p-35-a complete loto,0,0,0,0,0,1,0,0
2025-04-14,Night,P36A,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0
2025-04-14,Night,P58B,10:00pm started dox/p-58b,0,0,0,0,0,1,0,0
2025-04-14,Night,P5A,"i&e racked in p-5a/b, p-6a/b, p-201a/b and p-7a/b. | p-5a circulating with the suction lined up to the weak and discharge to the mid.",0,0,0,0,0,0,0,0
2025-04-14,Night,P5B,started circulation with p-5-b in t-2,0,0,0,0,0,0,0,0
2025-04-14,Night,P6A,"i&e racked in p-5a/b, p-6a/b, p-201a/b and p-7a/b.",0,0,0,0,0,0,0,0
2025-04-14,Night,P76B,did lotto on p-76b at spheres. going to pull pump for repairs | bin #2 p-76b at spheres,0,0,0,0,0,1,0,0
2025-04-14,Night,P77A,p-77a single source lotto,0,0,0,0,0,0,0,0
2025-04-14,Night,P7A,"i&e racked in p-5a/b, p-6a/b, p-201a/b and p-7a/b.",0,0,0,0,0,0,0,0
2025-04-14,Night,P8A,"lined up: r-2a, e-14b process inlet, p-8 a/b, p-9 a/b, d-8 reflux to t-3/t-203",0,0,0,0,0,0,0,0
2025-04-14,Night,P9A,"lined up: r-2a, e-14b process inlet, p-8 a/b, p-9 a/b, d-8 reflux to t-3/t-203",0,0,0,0,0,0,0,0
2025-04-15,Day,P1A,"p-1b online, p-1a on standby in auto | p-1b turbine put online ( p-1a is on standby in auto)",0,0,0,0,0,0,1,0
2025-04-15,Day,P1B,"p-1b online, p-1a on standby in auto | p-1b turbine put online ( p-1a is on standby in auto)",0,0,0,0,0,0,1,0
2025-04-15,Day,P201B,p-201b online,0,0,0,0,0,0,1,0
2025-04-15,Day,P202A,seal repair on p-202a ongoing | p-202a seal repair | bin 3 p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-15,Day,P24,p-24 will not pump | bin 1 p-24,0,0,0,0,0,0,0,0
2025-04-15,Day,P26A,p-26a online,0,0,0,0,0,0,1,0
2025-04-15,Day,P304A,p-304a on d-2 online,0,0,0,0,0,0,1,0
2025-04-15,Day,P308A,"swapped p-308s (p-308a online, p-308b down) | p-308a online (p-308b needs strainer cleaned, wr entered)",0,0,0,0,0,0,1,0
2025-04-15,Day,P308B,"p-308b online (run indication on dcs repaired) | swapped p-308s (p-308a online, p-308b down) | p-308a online (p-308b needs strainer cleaned, wr entered)",0,0,0,0,0,1,1,0
2025-04-15,Day,P308S,"swapped p-308s (p-308a online, p-308b down)",0,0,0,0,0,0,1,0
2025-04-15,Day,P310B,p-310b online | p-310b online,0,0,0,0,0,0,1,0
2025-04-15,Day,P5A,p-5a lined up back to mid,0,0,0,0,0,0,0,0
2025-04-15,Day,P601B,started p-601b,0,0,0,0,0,0,0,0
2025-04-15,Day,P76A,p-76a offline,0,0,0,0,0,0,1,0
2025-04-15,Day,P76B,p-76b seal repair,1,0,0,0,0,1,0,1
2025-04-15,Night,P201B,caustic system p-5b and p-201b are online and circulating.,0,0,0,0,0,0,1,0
2025-04-15,Night,P202A,bin # 3 p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-15,Night,P204,"once the deethanizer pressure was reduced to 2 lbs., n2 was connected to p204 bottoms to keep positive pressure.",0,0,0,0,0,0,0,0
2025-04-15,Night,P206,deethanizer nitrogen hose hooked up at p-206 to keep pressure on the upstream side of the 24” valve on t-204.,0,0,0,0,0,0,0,0
2025-04-15,Night,P212A,helped maint with p-212-a & b turbine and pump issues…now loto’d | to pull suction strainers on both pumps and change check valve on p-212-a | wrote eips for p-212-a/b and t-204 o/h gasket replacement | bin 5 p-212-a & b pull strainers,0,0,0,0,0,1,0,0
2025-04-15,Night,P23A,caustic system shut down p-23a caustic injection pump.,0,0,0,0,0,0,0,0
2025-04-15,Night,P24,maint working on p-24…no status update on pump given to operations | bin 1 p-24 pump replacement,0,0,0,0,0,0,0,0
2025-04-15,Night,P304A,c-1 lp side shut down p-304a on d-2.,0,0,0,0,0,0,0,0
2025-04-15,Night,P36A,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0
2025-04-15,Night,P5B,caustic system p-5b and p-201b are online and circulating.,0,0,0,0,0,0,1,0
2025-04-15,Night,P76A,bin #2 sv-135 at p-76-a (spheres),0,0,0,0,0,0,0,0
2025-04-16,Day,P104,p-104 online | p-104 acid pump at ct online,0,0,0,0,0,0,1,0
2025-04-16,Day,P201B,p-201b online,0,0,0,0,0,0,1,0
2025-04-16,Day,P202A,worked on p-202a | p-202a seal repair | bin 3 p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-16,Day,P212A,p-212a offline,0,0,0,0,0,0,1,0
2025-04-16,Day,P212B,p-212b online,0,0,0,0,0,0,1,0
2025-04-16,Day,P24,p-24 will not pump | bin 1 p-24,0,0,0,0,0,0,0,0
2025-04-16,Day,P26B,p-26b online,0,0,0,0,0,0,1,0
2025-04-16,Day,P304A,p-304a on d-2 online,0,0,0,0,0,0,1,0
2025-04-16,Day,P41A,p-41a online | p-41a online,0,0,0,0,0,0,1,0
2025-04-16,Day,P76B,p-76b seal repair,1,0,0,0,0,1,0,1
2025-04-16,Night,P10104,"lined up d-69 bottoms valves fv-5049, fv-5054, tv-5731a and b, along with p10104 hrtg pressure control and pv-6806 ethane pressure control.",0,0,0,0,0,0,0,0
2025-04-16,Night,P102,started p-102,0,0,0,0,0,0,0,0
2025-04-16,Night,P202A,extended permit for work on p-202a seal repairs. | bin# 3 p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-16,Night,P202B,"opened to about 25% low point drains to flare at t-5, p-45’s, p-208’s, p-202b, d-256, d-257, c-12a/b, and l201 drains. this is to help with chill down of demethanizer area equipment.",0,0,0,0,0,1,0,0
2025-04-16,Night,P206A,started p-206a (t-204 reflux pump to t-4). | turned off p-206a pump to allow t-204 to build level.,0,0,0,0,0,0,0,0
2025-04-16,Night,P208,"opened to about 25% low point drains to flare at t-5, p-45’s, p-208’s, p-202b, d-256, d-257, c-12a/b, and l201 drains. this is to help with chill down of demethanizer area equipment.",0,0,0,0,0,1,0,0
2025-04-16,Night,P209A,11:53 p-209a online | started p-209a and lined up steam to e-222,0,0,0,0,0,0,1,0
2025-04-16,Night,P212A,worked with maint on p-212-a..maint checking pump settings and gaps...still down,0,0,0,0,0,0,0,0
2025-04-16,Night,P24,p-24 needs new float switch before starting | valved out bfw to p-24 discharge line | bin 1 p-24 pump replacement,0,0,0,0,0,0,0,0
2025-04-16,Night,P308A,"12:30 swapped p-308a with p-308b to clean strainer | 1:09 swapped p-308b with p-308a to clean strainer | cleaned p-308 a and b suction screens, p-308 a is currently running",0,0,0,0,0,0,1,0
2025-04-16,Night,P308B,12:30 swapped p-308a with p-308b to clean strainer | 1:09 swapped p-308b with p-308a to clean strainer,0,0,0,0,0,0,1,0
2025-04-16,Night,P36A,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0
2025-04-16,Night,P41A,started sending butadiene to unit p-41 a,0,0,0,0,0,0,0,0
2025-04-16,Night,P45,"opened to about 25% low point drains to flare at t-5, p-45’s, p-208’s, p-202b, d-256, d-257, c-12a/b, and l201 drains. this is to help with chill down of demethanizer area equipment.",0,0,0,0,0,1,0,0
2025-04-16,Night,P5A,started p-6-a and p-7-a put circulation back to weak on p-5-a,0,0,0,0,0,0,0,0
2025-04-16,Night,P62A,locked out p-62 a and b to clean suction screens | 6: p-62 a (clean suction screen),0,0,0,0,0,0,0,0
2025-04-16,Night,P62B,8: p-62b (clean suction screen),0,0,0,0,0,0,0,0
2025-04-16,Night,P6A,started p-6-a and p-7-a put circulation back to weak on p-5-a,0,0,0,0,0,0,0,0
2025-04-16,Night,P7A,started p-6-a and p-7-a put circulation back to weak on p-5-a,0,0,0,0,0,0,0,0
2025-04-16,Night,P800C,cleaned p-800 c & d west strainer. | replaced o-ring on p-800 c & d west strainer pot lid,0,0,0,0,0,0,0,0
2025-04-17,Night,P1000A,put p-1000a online around 11pm; then had to shut it down at 1:30am,0,0,0,0,0,1,1,0
2025-04-17,Night,P202A,bin# 3 p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-17,Night,P212A,worked with maint on p-212a | loto’d p-212a for mechanical seal replacement | maint repaired seal on p-212a and it is online with p-212b in auto,1,0,0,0,0,1,1,1
2025-04-17,Night,P212B,c-1 surface condenser pt-212a is online and p-212b is in auto. | maint repaired seal on p-212a and it is online with p-212b in auto,1,0,0,0,0,1,1,1
2025-04-17,Night,P23B,caustic system p-23b caustic injection pump online at 30 strokes. | started p-23b cut strokes now at 30 strokes,0,0,0,0,0,0,1,0
2025-04-17,Night,P26A,p-26a was not pumping…worked on it and now pumping,0,0,0,0,0,0,0,0
2025-04-17,Night,P27,lp ethylene splitter i&e replaced trasmitter fi-174 on p-27 min flow line.,0,0,0,0,0,0,0,0
2025-04-17,Night,P27B,lp ethylene splitter p-27b online and the ethane recycle is line up to the furnaces. | started p-27b t6 ethane recycle pump.,0,0,0,0,0,0,1,0
2025-04-17,Night,P305,"verified lineup, started p-305 and p-309 (nozzles a-b)",0,0,0,0,0,0,0,0
2025-04-17,Night,P309,"verified lineup, started p-305 and p-309 (nozzles a-b)",0,0,0,0,0,0,0,0
2025-04-17,Night,P36A,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0
2025-04-17,Night,P62A,6: p-62 a (clean suction screen),0,0,0,0,0,0,0,0
2025-04-18,Day,P208S,-closed bypass around fv-7050 from p-208s,0,0,0,0,0,0,0,0
2025-04-18,Day,P212A,p-212a,0,0,0,0,0,0,0,0
2025-04-18,Day,P213A,bin 4 p-213a,0,0,0,0,0,0,0,0
2025-04-18,Day,P214A,shutdown p-214a turbine.,0,0,0,0,0,0,0,0
2025-04-18,Day,P23B,p-23b strokes set at 30.,0,0,0,0,0,0,0,0
2025-04-18,Day,P24,p-24 is in auto.,0,0,0,0,0,0,1,0
2025-04-18,Night,P202A,bin# 3 p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-18,Night,P213A,started p-213a | p-213a is now online with p-213b in auto,0,0,0,0,0,0,1,0
2025-04-18,Night,P213B,p-213a is now online with p-213b in auto,0,0,0,0,0,0,1,0
2025-04-18,Night,P8,p-8 gassed off a few times currently running fine,0,0,0,0,0,0,0,0
2025-04-19,Day,P208B,started p-208 b,0,0,0,0,0,0,0,0
2025-04-19,Day,P27,started p-27,0,0,0,0,0,0,0,0
2025-04-19,Day,P27B,cut into t-6 and started p-27b,0,0,0,0,0,0,0,0
2025-04-19,Day,P45A,started p-45 a,0,0,0,0,0,0,0,0
2025-04-19,Day,P673B,1100 started up p-673 b,0,0,0,0,0,0,0,0
2025-04-19,Day,P76B,unlocked and lined up p-76b,0,0,0,0,0,0,0,0
2025-04-19,Night,P11A,lockout out p11a for seal repair. purging with n2 to flare. completed eip. bin 2 | bin # 2- p11a seal repair.,1,0,0,0,0,1,0,1
2025-04-19,Night,P202A,"cleared p202 a loto. purged with n2 to atm. puff purged 3x, letting pump chill down while we still have pressure on the back end. | p-202a single source for breaker.",0,0,0,0,0,1,0,0
2025-04-19,Night,P209,took p-62 & p-209 offline.,0,0,0,0,0,0,1,0
2025-04-19,Night,P209A,18:47 p-209a offline.,0,0,0,0,0,0,1,0
2025-04-19,Night,P210A,flared from p-210a,0,0,0,0,0,0,0,0
2025-04-19,Night,P214B,"c-2’s seal steam blocked in, blocked to d-39, pt-214a offline, p-214b placed in ‘off’.",1,0,0,0,0,0,1,1
2025-04-19,Night,P23B,p-23b caustic injection is down.,0,0,0,0,0,0,0,0
2025-04-19,Night,P26B,p-26b (does not pump),0,0,0,0,0,0,0,0
2025-04-19,Night,P27,p27 is down and t6 is on bypass.,0,0,0,0,0,0,0,0
2025-04-19,Night,P304A,lost prime in p-304a. prime reestablished and now pumping.,0,0,0,0,0,0,0,0
2025-04-19,Night,P304B,p-304b is not working. eip created. pump flushed and locked out for upcoming repair. | p-304b (needs repair) | bin 1 p-304b pump replacement,0,0,0,0,0,1,0,0
2025-04-19,Night,P5B,p-5b currently circulating weak to mid. p-7a and p-6a are now down.,0,0,0,0,0,0,0,0
2025-04-19,Night,P601,shut down p-601 pump,0,0,0,0,0,0,0,0
2025-04-19,Night,P601A,p-601a offline.,0,0,0,0,0,0,1,0
2025-04-19,Night,P62,took p-62 & p-209 offline.,0,0,0,0,0,0,1,0
2025-04-19,Night,P62B,18:48 p-62b offline.,0,0,0,0,0,0,1,0
2025-04-19,Night,P6A,p-5b currently circulating weak to mid. p-7a and p-6a are now down.,0,0,0,0,0,0,0,0
2025-04-19,Night,P7A,p-5b currently circulating weak to mid. p-7a and p-6a are now down.,0,0,0,0,0,0,0,0
2025-04-19,Night,P8A,shut down p-8a,0,0,0,0,0,0,0,0
2025-04-20,Day,P11,walked down p-11 loto and continued purging to flare.,0,0,0,0,0,1,0,0
2025-04-20,Day,P11A,p-11a is down. repair status unknown. | p-11a seal repair,1,0,0,0,0,1,0,1
2025-04-20,Day,P202A,p-202a breaker,0,0,0,0,0,0,0,0
2025-04-20,Day,P304B,p-304b down. repair status unknown. | bin 1 p-304b,0,0,0,0,0,1,0,0
2025-04-20,Day,P903A,shutdown p-903 a/b,0,0,0,0,0,0,0,0
2025-04-20,Night,P11A,bin # 2- p11a seal repair.,1,0,0,0,0,1,0,1
2025-04-20,Night,P1B,"pressure gauge on p-1b discharge is defective, reading 0 but actual pressure is 110psi. valve not holding to remove gauge and replace.",0,0,0,0,0,0,0,0
2025-04-20,Night,P202A,p-202a single source for breaker.,0,0,0,0,0,0,0,0
2025-04-20,Night,P26B,p-26b (does not pump),0,0,0,0,0,0,0,0
2025-04-20,Night,P304B,p-304b (needs repair) | bin 1 p-304b pump replacement,0,0,0,0,0,1,0,0
2025-04-21,Night,P11A,put n2 on p-11a to atm. maintenance still working on pump. | bin #2 p11a repair,0,0,0,0,0,1,0,0
2025-04-21,Night,P202A,lined up p-202a. ready for cold alignment. | p-202a single source for cold alignment.,0,0,0,0,0,0,0,0
2025-04-21,Night,P208,i&e worked on fv7050. discharge of p208 pumps.,0,0,0,0,0,0,0,0
2025-04-21,Night,P212A,"18:14- p-212a tripped, maintenance was notified, still haven't found out cause of issue as of shift change. | 1855 p-212a tripped and p-212b came online. p-212a was brought back online with no issues and p-212b was shutdown and placed back in ‘auto’. rotations were called and they did not find any obvious issues with the pump. pump had no problems for the remainder of shift.",0,0,0,1,0,1,1,1
2025-04-21,Night,P212B,1855 p-212a tripped and p-212b came online. p-212a was brought back online with no issues and p-212b was shutdown and placed back in ‘auto’. rotations were called and they did not find any obvious issues with the pump. pump had no problems for the remainder of shift.,0,0,0,1,0,0,1,1
2025-04-21,Night,P26B,p-26b (does not pump),0,0,0,0,0,0,0,0
2025-04-21,Night,P303A,locked and flushed out p-303a so that maintenance can move it to d-2 so we have 2 pumps there till we get another p-304 back | bin2-p303a – see above,0,0,0,0,0,1,0,0
2025-04-21,Night,P304,locked and flushed out p-303a so that maintenance can move it to d-2 so we have 2 pumps there till we get another p-304 back,0,0,0,0,0,1,0,0
2025-04-21,Night,P304B,p-304b (still waiting for replacement pump) | bin 1 p-304b pump replacement,0,0,0,0,0,0,0,0
2025-04-21,Night,P310A,"18:00 p-310a was having some discharge issues and level on d-303 was high, pump discharge has been corrected and d-303 is now at proper level.",0,0,0,0,0,0,0,0
2025-04-21,Night,P673B,4: p-673b ammonia heater (entry into heater),0,0,0,0,0,0,0,0
2025-04-21,Night,P79,"p-79 lift station is not operating, brandon with electrical advised he’s added on his last 3 shift reports, needs to be repaired, contacted dalton, vac truck was called to remove liquid. will need to be drained every other day.",0,0,0,0,0,1,0,0
2025-04-21,Night,P797B,"p-797b number one pond sump pump lost prime on 3 occasions, day shift reported issue to their supervisor",0,0,0,0,0,0,0,0
2025-04-22,Night,P102,p-102,0,0,0,0,0,0,0,0
2025-04-22,Night,P11A,n2 purge still on p-11a to atm. maintenance still working on pump. | bin #2 p11a repair,0,0,0,0,0,1,0,0
2025-04-22,Night,P202A,p-202a single source for cold alignment.,0,0,0,0,0,0,0,0
2025-04-22,Night,P209A,p-209a/b,0,0,0,0,0,0,0,0
2025-04-22,Night,P212A,p-212a kickback was lined back up to the hot-well and blocked into the top of the surface condenser. p-212a did not trip this shift.,0,0,0,1,1,0,0,2
2025-04-22,Night,P214A,1722 -started p214a,0,0,0,0,0,0,0,0
2025-04-22,Night,P214B,p-214b placed in ‘auto’.,0,0,0,0,0,0,1,0
2025-04-22,Night,P24,p-24’s float for the level switch got hung up twice and kept the pump from kicking off. the float has been adjusted and will continue to be monitored to verify that p-24 is shutting down appropriately.,0,0,0,0,0,0,0,0
2025-04-22,Night,P26B,p-26b (does not pump),0,0,0,0,0,0,0,0
2025-04-22,Night,P303A,bin2-p303a – see above,0,0,0,0,0,0,0,0
2025-04-22,Night,P304B,p-304b (still waiting for replacement pump) | bin 1 p-304b pump replacement,0,0,0,0,0,0,0,0
2025-04-22,Night,P45S,backing in feed from booster skid to inventory ethylene to unit threw p-45s,0,0,0,0,0,0,0,0
2025-04-22,Night,P62A,p-62a/b,0,0,0,0,0,0,0,0
2025-04-22,Night,P673B,4: p-673b ammonia heater (entry into heater),0,0,0,0,0,0,0,0
2025-04-22,Night,P901,p-901 amine pump,0,0,0,0,0,0,0,0
2025-04-23,Night,P11A,maintenance worked on p-11a. put back on n2 purge to atm. | p11a seal repair. | bin #2 p11a repair,1,0,0,0,0,1,0,1
2025-04-23,Night,P15A,p-15a ct pump not in service,0,0,0,0,0,0,0,0
2025-04-23,Night,P202A,p202a. repaired awaiting cold alignment. | p-202a single source for cold alignment.,0,0,0,0,0,1,0,0
2025-04-23,Night,P26B,p-26b (pump will be trouble shot on day shift and potentially pulled for repair or replacement),0,0,0,0,0,1,0,0
2025-04-23,Night,P303A,bin#2: p303a – needs repair,0,0,0,0,0,1,0,0
2025-04-23,Night,P304B,"p-304b (latest update received: pump installed, loto removed, lined up, and waiting on inspections sign off) | bin 1 p-304b pump replacement",0,0,0,0,0,1,0,0
2025-04-23,Night,P673B,4: p-673b ammonia heater (entry into heater),0,0,0,0,0,0,0,0
2025-04-24,Night,P11A,maintenance worked on p-11a. turned over to operations. put back on n2 purge to atm. dew point was -67c. puff purged with fv5220 3x to flare. cracked open suction and opened seal flush lines. cleared loto. breaker has been energized. | bin #2 p11a repair,1,0,0,0,0,1,0,1
2025-04-24,Night,P15A,p-15a ct pump not in service,0,0,0,0,0,0,0,0
2025-04-24,Night,P202A,p202a. repaired awaiting cold alignment. | p-202a single source for cold alignment.,0,0,0,0,0,1,0,0
2025-04-24,Night,P206B,started p-206b and shut down,0,0,0,0,0,0,0,0
2025-04-24,Night,P209A,18:56 p-209a online. | 18:56 p-209a is online.,0,0,0,0,0,0,1,0
2025-04-24,Night,P23B,20:15-started p-23b @ 30 strokes | @ 2015 – p-7b and p-23b brought online. p-23b currently set @ 30 strokes.,0,0,0,0,0,0,1,0
2025-04-24,Night,P26B,p-26b (pump will be trouble shot on day shift and potentially pulled for repair or replacement) | bin 4 p-26b trouble shoot / repair,0,0,0,0,0,1,0,0
2025-04-24,Night,P303A,bin#2: p303a – needs repair,0,0,0,0,0,1,0,0
2025-04-24,Night,P304B,16:32- started p304b | @ 1630 – electricians were able to fix p-304b’s under current trip and pump was brought online with no further issues. | bin 1 p-304b pump replacement,0,0,0,1,0,0,1,1
2025-04-24,Night,P5B,@ 2215 - p-5b’s discharge was swapped from mid to weak section. p-6a brought online to establish mid circulation.,0,0,0,0,0,0,1,0
2025-04-24,Night,P62A,21:58 p-62a online. | 21:58 p-62a is online.,0,0,0,0,0,0,1,0
2025-04-24,Night,P6A,22:18-started p6a | @ 2215 - p-5b’s discharge was swapped from mid to weak section. p-6a brought online to establish mid circulation.,0,0,0,0,0,0,1,0
2025-04-24,Night,P79,locked out p-79 lift station pump for maintenance to pull pump,0,0,0,0,0,1,0,0
2025-04-24,Night,P7B,@ 2015 – p-7b and p-23b brought online. p-23b currently set @ 30 strokes.,0,0,0,0,0,0,1,0
2025-04-24,Night,P8,started p-8 pump,0,0,0,0,0,0,0,0
2025-04-24,Night,P903A,@ 2020 – p-903a/b both brought online.,0,0,0,0,0,0,1,0
2025-04-24,Night,P904A,"@ 2100 – p-904a brought online. pump did not want to pump at first, so gear oil was added and p-904a is now pumping. (p-904b/c are both seized up. veolia needs to be notified to come pm pumps)",0,0,0,0,0,1,1,0
2025-04-24,Night,P904B,"@ 2100 – p-904a brought online. pump did not want to pump at first, so gear oil was added and p-904a is now pumping. (p-904b/c are both seized up. veolia needs to be notified to come pm pumps)",0,0,0,0,0,1,1,0
2025-04-24,Night,P99,"p-99 (pump is locked out and flushed as requested by engineering for pump replacement. please note, p-99 has been used at least two times since d-78’s toluene wash with no issues. this pump does not need to be replaced. pump will remain out of service until a decision is made.)",0,0,0,0,0,1,0,0
2025-04-25,Day,P1000A,put p-1000a online around 2:30pm,0,0,0,0,0,1,1,0
2025-04-25,Day,P11A,"p-11a and b flare lines were opened. | started p-11a, c-2 product pump.",0,0,0,0,0,0,0,0
2025-04-25,Day,P202A,p-202a seal repair,1,0,0,0,0,1,0,1
2025-04-25,Day,P208A,"opened low point bleeds to flare in demethanizer area. points included: p-45 a and b, p-208 a and b, t-5 bottoms, d-69 bottoms, c-12 a and b case drains, and d-256 and 257 cold box drums.",0,0,0,0,0,0,0,0
2025-04-25,Day,P208B,started p-208b and p-45a. fv-7050 control valve bypass is open due to inadequate flow capacity.,0,0,0,0,0,0,0,0
2025-04-25,Day,P27B,t-6 bottoms pump p-27b was prepped and started.,0,0,0,0,0,0,0,0
2025-04-25,Day,P303A,bin #2: p-303a,0,0,0,0,0,0,0,0
2025-04-25,Day,P44A,installed sv-981 @ p-44 a,0,0,0,0,0,0,0,0
2025-04-25,Day,P45A,"opened low point bleeds to flare in demethanizer area. points included: p-45 a and b, p-208 a and b, t-5 bottoms, d-69 bottoms, c-12 a and b case drains, and d-256 and 257 cold box drums. | started p-208b and p-45a. fv-7050 control valve bypass is open due to inadequate flow capacity.",0,0,0,0,0,0,0,0
2025-04-25,Day,P79,pulled pfu lift station p-79,0,0,0,0,0,0,0,0
2025-04-25,Day,P99,bin#1 p-99,0,0,0,0,0,0,0,0
2025-04-25,Night,P102,p-102 online | brought p-102 online 22:35.,0,0,0,0,0,0,1,0
2025-04-25,Night,P104,p-104 acid pump at ct online,0,0,0,0,0,0,1,0
2025-04-25,Night,P10A,chilling down p-10a in prep for service | chilling down p-10a in prep for service,0,0,0,0,0,0,0,0
2025-04-25,Night,P202A,single source loto for p-202a cold alignment | p-202a,0,0,0,0,0,1,0,0
2025-04-25,Night,P23S,swapped p-23s (strokes set at 60),0,0,0,0,0,0,1,0
2025-04-25,Night,P24,p-24 in auto,0,0,0,0,0,0,1,0
2025-04-25,Night,P26B,p-26b | bin 4 p-26b,0,0,0,0,0,0,0,0
2025-04-25,Night,P303A,p-303a | bin 2 p-303a,0,0,0,0,0,0,0,0
2025-04-25,Night,P79,p-79 | bin 2 p-79 lift station pump,0,0,0,0,0,0,0,0
2025-04-25,Night,P99,p-99 | bin 1 p-99,0,0,0,0,0,0,0,0
2025-04-26,Day,P10A,prepped p-10 a and b for start.,0,0,0,0,0,0,0,0
2025-04-26,Day,P202A,chilling down p-202a/b. | p-202a single sourced for cold alignment.,0,0,0,0,0,0,0,0
2025-04-26,Day,P26B,checked rotation on p-26b today all good | bin#4 p-26b trouble shoot,0,0,0,0,0,0,0,0
2025-04-26,Day,P303A,bin #2: p-303a,0,0,0,0,0,0,0,0
2025-04-26,Day,P43A,t-7 bottoms pump p-43a was racked in and is online sending to tk-635. | lined up and started p-43a,0,0,0,0,0,0,1,0
2025-04-26,Day,P76,replaced pressure transmitter @ p-76 pumps,0,0,0,0,0,0,0,0
2025-04-26,Day,P79,bin #2 p-79 repairs,0,0,0,0,0,1,0,0
2025-04-26,Day,P99,bin#1 p-99,0,0,0,0,0,0,0,0
2025-04-26,Night,P104,p-104 acid pump at ct online,0,0,0,0,0,0,1,0
2025-04-26,Night,P202A,single source loto for p-202a cold alignment | p-202a,0,0,0,0,0,1,0,0
2025-04-26,Night,P202B,put p-203b & p-202b online & lined up fc-7015b,0,0,0,0,0,0,1,0
2025-04-26,Night,P203B,put p-203b & p-202b online & lined up fc-7015b,0,0,0,0,0,0,1,0
2025-04-26,Night,P204B,p-204b/c lube oil pumps online,0,0,0,0,0,0,1,0
2025-04-26,Night,P24,p-24 in auto,0,0,0,0,0,0,1,0
2025-04-26,Night,P26B,p-26b | bin 4 p-26b pump issues,0,0,0,0,0,0,0,0
2025-04-26,Night,P303A,p-303a | bin 2 p-303a,0,0,0,0,0,0,0,0
2025-04-26,Night,P30B,took hose off of e-58b to p-30b and blocked in flaring from e-58a,0,0,0,0,0,0,0,0
2025-04-26,Night,P43A,shut down p-43a,0,0,0,0,0,0,0,0
2025-04-26,Night,P79,p-79 | bin 2 p-79 lift station pump,0,0,0,0,0,0,0,0
2025-04-26,Night,P99,p-99 | bin 1 p-99 cleaning,0,0,0,0,0,0,0,0
2025-04-27,Day,P202A,single source on p-202a seal repair.,1,0,0,0,0,1,0,1
2025-04-27,Day,P204,pressure dump p-204 discharge line.,0,0,0,0,0,0,0,0
2025-04-27,Day,P204B,"p-204b is online, got in the pipeline at 0:07am. | prepped and started p-204b, t206 c2 product pump. p-204c is currently chilling down for future use. | closed fv-7971 after starting p-204b. | backwashed water for p-204b lube oil temperature control exchanger and adjusted water flow to control high temperature.",0,0,0,0,0,0,1,0
